# timestamp tx ty tz qx qy qz qw
1.520437769068617582e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.520437769118623495e+09 -7.390516839222982526e-05 -6.050961092114448547e-04 -1.156244252342730761e-04 -5.149424891228508955e-05 1.149635942880021001e-03 -1.015380095462510915e-03 9.999988223437080714e-01
1.520437769168625593e+09 -4.896322498098015785e-04 -1.349504105746746063e-03 -6.622787914238870144e-04 1.089055620918545218e-04 1.824608713372328356e-03 -3.561999064828036323e-03 9.999919855205259278e-01
1.520437769218627691e+09 -4.598399973474442959e-04 -2.316435566172003746e-03 -1.133239478804171085e-03 2.496945838643784173e-03 2.440647157664025714e-03 -5.931848969160775920e-03 9.999763105547740949e-01
1.520437769268628597e+09 9.680703806225210428e-05 -3.047104692086577415e-03 -1.185241737402975559e-03 3.852367427932256675e-03 2.474477847952847795e-03 -7.881060752502836581e-03 9.999584616902822409e-01
1.520437769318629742e+09 8.258348680101335049e-05 -3.737407037988305092e-03 -1.316663343459367752e-03 2.389218723184567596e-03 2.215175966635550900e-03 -9.335692316064330559e-03 9.999511135442119558e-01
1.520437769368631601e+09 3.942138573620468378e-04 -4.350192844867706299e-03 -1.013176632113754749e-03 1.355646299030422016e-03 9.930403936007897031e-04 -1.016770027219277353e-02 9.999468955724916119e-01
1.520437769418632507e+09 5.900294054299592972e-04 -4.993602167814970016e-03 -7.356346468441188335e-04 1.115483917747240629e-03 -1.372408921245147316e-03 -1.087410363205459571e-02 9.999393111882248775e-01
1.520437769468634605e+09 7.185863796621561050e-04 -5.322205834090709686e-03 1.734060060698539019e-04 1.055896948121461294e-03 -5.485927051234178176e-03 -1.069024824162215573e-02 9.999272514931054623e-01
1.520437769518636227e+09 1.006265985779464245e-03 -5.884671118110418320e-03 1.144449459388852119e-03 1.311772907124775797e-03 -9.699122525546785903e-03 -1.074838215388733073e-02 9.998943336948902250e-01
1.520437769568637371e+09 1.632100087590515614e-03 -5.755053367465734482e-03 2.966427709907293320e-03 1.950491430412349192e-05 -1.519319371931409854e-02 -8.148210323553846390e-03 9.998513755317282037e-01
1.520437769618639231e+09 2.097272314131259918e-03 -5.701745860278606415e-03 4.760058596730232239e-03 -4.093243327701073624e-03 -1.897795336616220699e-02 -7.004673217548790937e-03 9.997869859116027547e-01
1.520437769668640137e+09 2.788175828754901886e-03 -5.739937070757150650e-03 6.365324836224317551e-03 -7.231167991622380713e-03 -1.817281360044643163e-02 -5.986449781274551588e-03 9.997907888525162656e-01
1.520437769718642235e+09 4.285563714802265167e-03 -5.279283039271831512e-03 6.835489068180322647e-03 -8.251894144249915033e-03 -1.485379111563532063e-02 -3.670586917670494269e-03 9.998488875446153168e-01
1.520437769768643141e+09 6.153680384159088135e-03 -4.167485050857067108e-03 6.253002211451530457e-03 -7.711309094879614974e-03 -1.217127531538490445e-02 -1.633151033935360873e-04 9.998961791593251602e-01
1.520437769818645000e+09 8.013421669602394104e-03 -2.920888829976320267e-03 5.349513608962297440e-03 -8.357102443145620826e-03 -1.315324854866911988e-02 4.418509261397955516e-03 9.998688052276051286e-01
1.520437769868647337e+09 9.738009423017501831e-03 -1.847812905907630920e-03 4.407601431012153625e-03 -7.418439992331210889e-03 -1.541290394925478452e-02 7.710378896405536107e-03 9.998239641042842019e-01
