# timestamp tx ty tz qx qy qz qw
1.520520210018768072e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.748218347545213387e-03 -1.510526540001693938e-02 0.000000000000000000e+00 9.998558876506323800e-01
1.520520210068768978e+09 3.272945832577534020e-05 -7.552614988526329398e-06 -1.331530511379241943e-04 -7.333161638742283391e-03 -1.640261492942738861e-02 -1.796371852191338062e-03 9.998369627154347627e-01
1.520520210118768692e+09 9.777370723895728588e-05 -1.341476308880373836e-05 -7.020607590675354004e-04 -6.297587009347130164e-03 -1.836690696091415609e-02 -1.544637969005648471e-03 9.998102876146521822e-01
1.520520210168770552e+09 1.550371525809168816e-04 -7.047750113997608423e-05 -1.533601433038711548e-03 -5.379647396082472798e-03 -1.996532236866645910e-02 -7.155693487286259383e-04 9.997859437185122600e-01
1.520520210218772888e+09 -4.107602871954441071e-03 -1.225923188030719757e-03 -4.350602626800537109e-03 -8.931893322883351777e-03 -1.203390697923683618e-02 3.213307454085156077e-04 9.998876452437224227e-01
1.520520210268773794e+09 -4.252187907695770264e-03 -1.371506950818002224e-03 -5.694508552551269531e-03 -1.042398439301635456e-02 -1.275424640199439297e-02 7.901454697126229819e-04 9.998640134629447340e-01
1.520520210318774939e+09 -4.501706920564174652e-03 -1.361742150038480759e-03 -6.887676659971475601e-03 -1.129481733273361536e-02 -1.179727050859872423e-02 8.117160602308943606e-04 9.998662873739690982e-01
1.520520210368776798e+09 -4.705718718469142914e-03 -1.190047711133956909e-03 -8.171805180609226227e-03 -1.130569619761862508e-02 -1.073220457398302644e-02 1.338587714962914633e-03 9.998775971094655546e-01
1.520520210418778658e+09 -4.727482330054044724e-03 -7.733719539828598499e-04 -9.700480848550796509e-03 -1.061470123193605959e-02 -1.089020786175603356e-02 2.401003077201924619e-03 9.998814763134216133e-01
1.520520210468779802e+09 -4.331997130066156387e-03 -3.746244183275848627e-04 -1.114898733794689178e-02 -8.340308403870507620e-03 -1.127485739404362683e-02 3.366830975901546116e-03 9.998959852382905966e-01
1.520520210518786192e+09 -3.739298554137349129e-03 -8.898809937818441540e-06 -1.277297921478748322e-02 -6.129117394482330380e-03 -1.120544824233057554e-02 4.232889773663849227e-03 9.999094731493530785e-01
1.520520210568787098e+09 -3.577277762815356255e-03 -8.056622755248099566e-05 -1.389619242399930954e-02 -4.689586459008058053e-03 -1.195511038130059496e-02 3.617602126256482843e-03 9.999109940737077595e-01
1.520520210618789196e+09 -3.519581397995352745e-03 -3.710705495905131102e-04 -1.429363805800676346e-02 -3.054302865102098089e-03 -1.413634395942006163e-02 2.062531483623135289e-03 9.998932847946064850e-01
1.520520210668790102e+09 -3.197587328031659126e-03 -5.409478326328098774e-04 -1.459878031164407730e-02 -1.430838585023606196e-03 -1.505908073108101070e-02 1.488053106161185126e-03 9.998844745701532810e-01
1.520520210718791962e+09 -2.496073022484779358e-03 -1.519626239314675331e-04 -1.476539578288793564e-02 -6.260910709052886457e-04 -1.633726572922630099e-02 2.418307519026428789e-03 9.998634174462064372e-01
1.520520210768794298e+09 -1.769977388903498650e-03 6.401449791155755520e-04 -1.456205639988183975e-02 -8.410228293839104802e-04 -1.808964298558114400e-02 4.703010028466541280e-03 9.998249542764606757e-01
1.520520210818795204e+09 -1.198590034618973732e-03 1.613250933587551117e-03 -1.427215524017810822e-02 -1.304237075282904668e-03 -1.898959324494510492e-02 6.859023080962900996e-03 9.997953031078001818e-01
1.520520210868796110e+09 -1.445581554435193539e-03 1.886794343590736389e-03 -1.388976629823446274e-02 -2.577105799315180951e-05 -2.057814033738654055e-02 5.125518874408148233e-03 9.997751089782018763e-01
1.520520210918798208e+09 -2.197963418439030647e-03 1.940147485584020615e-03 -1.384340878576040268e-02 2.120028057257748386e-03 -2.339762121067858955e-02 3.049047954409983378e-03 9.997193406698150486e-01
1.520520210968816042e+09 -2.790051279589533806e-03 2.616670215502381325e-03 -1.357764098793268204e-02 1.808407633976943365e-03 -2.426529907526402477e-02 3.894421112237496981e-03 9.996963330966148753e-01
1.520520211018817186e+09 -3.295143833383917809e-03 3.241598373278975487e-03 -1.299309544265270233e-02 -3.730475174283575334e-04 -2.352594418612122609e-02 4.319054701861544700e-03 9.997138273286928500e-01
1.520520211068819046e+09 -3.834749339148402214e-03 3.952218685299158096e-03 -1.243708189576864243e-02 -1.102721831077590727e-03 -2.337940821006979225e-02 5.026967413081088673e-03 9.997134173726679451e-01
1.520520211118819952e+09 -4.383323248475790024e-03 4.680133890360593796e-03 -1.207452081143856049e-02 2.129770088476187003e-04 -2.479794181979009388e-02 5.659862268625058708e-03 9.996764389948360474e-01
1.520520211168822050e+09 -4.902918823063373566e-03 5.558298435062170029e-03 -1.177638489753007889e-02 6.089619393131254221e-04 -2.526574822876421003e-02 6.165371421177580011e-03 9.996615723968966805e-01
1.520520211218822956e+09 -5.751025862991809845e-03 6.539921741932630539e-03 -1.130790542811155319e-02 -7.719542310126662876e-04 -2.517848778356953851e-02 7.002909977591086944e-03 9.996581451133400575e-01
1.520520211268824816e+09 -6.423770915716886520e-03 7.498300634324550629e-03 -1.118986774235963821e-02 -4.838074953316132349e-04 -2.476781786989666612e-02 7.589463591972755822e-03 9.996643042395069179e-01
1.520520211318827152e+09 -6.926512811332941055e-03 8.549840189516544342e-03 -1.151166576892137527e-02 1.218288540344784638e-03 -2.452210680336599710e-02 7.914575654172814959e-03 9.996672153987902210e-01
1.520520211368833303e+09 -7.472067140042781830e-03 9.960745461285114288e-03 -1.199343800544738770e-02 2.979422560299526627e-03 -2.516754609928997799e-02 7.657035394959124837e-03 9.996494823054268286e-01
1.520520211418835402e+09 -7.901141420006752014e-03 1.198661606758832932e-02 -1.279920432716608047e-02 5.868148934071430560e-03 -2.660584958351416146e-02 9.278200673438053922e-03 9.995857184795562400e-01
1.520520211468836546e+09 -8.399483747780323029e-03 1.421567145735025406e-02 -1.370718702673912048e-02 7.397763068147109392e-03 -2.765156367079138131e-02 1.106912378692793790e-02 9.995289583732616112e-01
1.520520211518838406e+09 -9.622725658118724823e-03 1.630599796772003174e-02 -1.475275121629238129e-02 7.674372822067801470e-03 -2.719232463761870472e-02 1.137950001917341879e-02 9.995359865767234897e-01
1.520520211568839312e+09 -1.171139068901538849e-02 1.850712671875953674e-02 -1.584033668041229248e-02 9.380305115504871533e-03 -2.693496065485819629e-02 1.136383778267754420e-02 9.995285793619461678e-01
1.520520211618841410e+09 -1.492243446409702301e-02 2.039982751011848450e-02 -1.748690754175186157e-02 1.226243575098812447e-02 -2.828463911370603448e-02 9.774038853595895873e-03 9.994769031969417128e-01
1.520520211668842316e+09 -1.969218254089355469e-02 2.174163609743118286e-02 -1.923012919723987579e-02 1.455312012412177114e-02 -3.096483038888873593e-02 6.803966017160358037e-03 9.993913607891943274e-01
1.520520211718845367e+09 -2.607433497905731201e-02 2.272723801434040070e-02 -2.077302895486354828e-02 1.678352046525422372e-02 -3.250127263626589880e-02 5.075443035882199784e-03 9.993178776524539453e-01
1.520520211768861055e+09 -3.426271677017211914e-02 2.339929714798927307e-02 -2.196612395346164703e-02 1.791183260246263440e-02 -3.187723053751376906e-02 3.795347604610042284e-03 9.993240734429646999e-01
1.520520211818862915e+09 -4.444757476449012756e-02 2.389004267752170563e-02 -2.253729477524757385e-02 1.799343268509283333e-02 -3.240514045175017788e-02 3.979842485840816291e-03 9.993049104784272885e-01
1.520520211868863821e+09 -5.694675445556640625e-02 2.396995015442371368e-02 -2.282340452075004578e-02 1.874272135916737678e-02 -3.490909530103560726e-02 4.724790299638334523e-03 9.992035537456520622e-01
1.520520211918865919e+09 -7.149725407361984253e-02 2.371186576783657074e-02 -2.323667518794536591e-02 1.816737433160956275e-02 -3.753045134370212865e-02 5.933764750486640940e-03 9.991127074398159502e-01
1.520520211968866825e+09 -8.829809725284576416e-02 2.310154028236865997e-02 -2.375828847289085388e-02 1.595208775385439232e-02 -3.947608499658273457e-02 6.702327557439729036e-03 9.990706924011676371e-01
1.520520212018867731e+09 -1.074569299817085266e-01 2.222699485719203949e-02 -2.422149293124675751e-02 1.321091659866090173e-02 -3.889905947591016516e-02 7.057936239896744728e-03 9.991308825126697934e-01
1.520520212068870068e+09 -1.295831799507141113e-01 2.152569405734539032e-02 -2.496878057718276978e-02 1.046712165333031630e-02 -3.677575804926238451e-02 7.917712877995138759e-03 9.992373555902410720e-01
1.520520212118870974e+09 -1.546604186296463013e-01 2.086971513926982880e-02 -2.601088583469390869e-02 9.815049951959626748e-03 -3.460133329412855285e-02 8.736272973798532918e-03 9.993148102891483697e-01
1.520520212168889999e+09 -1.827531754970550537e-01 2.072190865874290466e-02 -2.760903351008892059e-02 1.068527154916949252e-02 -3.284568329034091155e-02 9.397874556092084344e-03 9.993591276487844288e-01
1.520520212218891859e+09 -2.127020657062530518e-01 2.077761292457580566e-02 -2.956397272646427155e-02 1.031356348581558002e-02 -3.219209084584689906e-02 1.038592072713697551e-02 9.993745205606585635e-01
1.520520212268893003e+09 -2.438939809799194336e-01 2.066076360642910004e-02 -3.160228952765464783e-02 1.097853051263297103e-02 -2.948766232275746441e-02 1.122583669000393539e-02 9.994418093261515645e-01
1.520520212318894863e+09 -2.755549252033233643e-01 2.033071778714656830e-02 -3.349166363477706909e-02 1.352151620881353669e-02 -2.526831349655945039e-02 1.115059346794157989e-02 9.995270607631225879e-01
1.520520212368895769e+09 -3.073723614215850830e-01 1.967197097837924957e-02 -3.555572777986526489e-02 1.963101884643830841e-02 -2.241615763005138859e-02 8.971149094683245062e-03 9.995157114623443029e-01
1.520520212418898106e+09 -3.399676382541656494e-01 1.826230064034461975e-02 -3.762130811810493469e-02 2.609891565289295529e-02 -2.154918147252265354e-02 5.053406454613283520e-03 9.994142997089904279e-01
