# timestamp tx ty tz qx qy qz qw
1.520437769068617582e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.567727117954338771e-03 -4.050629561459157847e-03 0.000000000000000000e+00 9.999702282371508710e-01
1.520437769118623495e+09 -2.187264362873975188e-05 1.806779473554342985e-04 4.712957888841629028e-05 6.451625659235234005e-03 -2.832871082749054831e-03 -1.035139866555209774e-03 9.999746396050441799e-01
1.520437769168625593e+09 -7.986621931195259094e-04 1.616422377992421389e-04 -1.093829050660133362e-04 6.791418110224628490e-03 -2.140368703521642550e-03 -3.725233318805603981e-03 9.999677085279231603e-01
1.520437769218627691e+09 -1.239274395629763603e-03 2.365091932006180286e-04 -8.460609242320060730e-04 9.197104998772185833e-03 -1.510299867522747752e-03 -5.944848103010270425e-03 9.999388936504990388e-01
1.520437769268628597e+09 3.774653123400639743e-06 -3.041802672669291496e-03 -1.331737381406128407e-03 1.213093140366027119e-02 3.361347212570688688e-03 -7.906623759192972153e-03 9.998895074701638075e-01
1.520437769318629742e+09 1.189231916214339435e-04 -3.684569150209426880e-03 -1.367446384392678738e-03 1.070152098037525402e-02 1.999005615652308526e-03 -9.310734180373803764e-03 9.998973905627904779e-01
1.520437769368631601e+09 3.173335571773350239e-04 -4.358055070042610168e-03 -1.039252500049769878e-03 1.020428026540392760e-02 1.407133700988454431e-03 -1.022230601302089210e-02 9.998946930046127557e-01
1.520437769418632507e+09 6.514412234537303448e-04 -4.988000728189945221e-03 -6.770507898181676865e-04 9.917936408357435132e-03 -4.582798047739981688e-04 -1.091713005906423672e-02 9.998911144661171146e-01
1.520437769468634605e+09 7.364602643065154552e-04 -5.361232440918684006e-03 1.228483961313031614e-05 9.969044021483580362e-03 -5.427535375448601720e-03 -1.080223123571688072e-02 9.998772283742519695e-01
1.520437769518636227e+09 9.875091491267085075e-04 -5.903400480747222900e-03 1.116652856580913067e-03 1.031007766105685071e-02 -9.207111445131184110e-03 -1.085597795605121839e-02 9.998455276391836621e-01
1.520437769568637371e+09 1.613030675798654556e-03 -5.836953409016132355e-03 2.757785143330693245e-03 8.869470010825506248e-03 -1.488223471168364197e-02 -8.308317431434677006e-03 9.998153946870252939e-01
1.520437769618639231e+09 2.139334566891193390e-03 -5.808795802295207977e-03 4.681410733610391617e-03 4.806514918902066863e-03 -1.806767132250477678e-02 -7.251974795946389100e-03 9.997989125463556670e-01
1.520437769668640137e+09 2.828558208420872688e-03 -5.863875150680541992e-03 6.268269382417201996e-03 1.759280257787763360e-03 -1.730577199965071047e-02 -6.178445379954506517e-03 9.998296064836036390e-01
1.520437769718642235e+09 4.223192110657691956e-03 -5.391166079789400101e-03 6.795885972678661346e-03 8.139573839559717527e-04 -1.436885941160959135e-02 -3.800122363884923891e-03 9.998892100740992550e-01
1.520437769768643141e+09 6.057601887732744217e-03 -4.327996633946895599e-03 6.225228775292634964e-03 1.195717456399873193e-03 -1.196959398304868472e-02 -2.536708716129220309e-04 9.999276147455546937e-01
1.520437769818645000e+09 7.895509712398052216e-03 -3.062328323721885681e-03 5.385135300457477570e-03 4.912610134271921903e-04 -1.287722486195464790e-02 4.270554492804146639e-03 9.999078448071078151e-01
1.520437769868647337e+09 9.566973894834518433e-03 -1.883349148556590080e-03 4.423531237989664078e-03 1.469707115013937394e-03 -1.471724243133437811e-02 7.494107684648366498e-03 9.998625310942620414e-01
1.520437769918635845e+09 1.087089255452156067e-02 -9.139503818005323410e-04 3.011351684108376503e-03 3.741923194950800592e-03 -1.704239073331799068e-02 8.950902939194651034e-03 9.998076996430208530e-01
1.520437769968637705e+09 1.216638926416635513e-02 -7.974429172463715076e-05 9.108967497013509274e-04 5.978479491061952471e-03 -1.832897581038309825e-02 9.255723989514252209e-03 9.997712928475929184e-01
1.520437770018638849e+09 1.358711440116167068e-02 8.550659404136240482e-04 -1.648793695494532585e-03 8.586722200143014766e-03 -1.771505502930030215e-02 1.055112732747026660e-02 9.997505282515665170e-01
1.520437770068640947e+09 1.488828100264072418e-02 2.110300352796912193e-03 -4.012914374470710754e-03 8.672325327586409213e-03 -1.713533964495521020e-02 1.325783795355085261e-02 9.997276632370746263e-01
1.520437770118641853e+09 1.581695489585399628e-02 3.204357111826539040e-03 -5.830754060298204422e-03 8.682672165664647584e-03 -1.791055361954911607e-02 1.530646107887692273e-02 9.996847180598219529e-01
1.520437770168643951e+09 1.667785085737705231e-02 3.541316837072372437e-03 -8.094914257526397705e-03 9.864870823481357298e-03 -1.719372620757795775e-02 1.352745682524414926e-02 9.997119925331375834e-01
1.520437770218645811e+09 1.745523884892463684e-02 3.543666098266839981e-03 -1.033170893788337708e-02 1.020493342074983711e-02 -1.470941281667601831e-02 1.088140049334027255e-02 9.997805197300906332e-01
1.520437770268646717e+09 1.808775588870048523e-02 3.722162684425711632e-03 -1.188977807760238647e-02 9.571905077385707561e-03 -1.304118125755394930e-02 9.185666054797751723e-03 9.998269499086963608e-01
1.520437770318648815e+09 1.889484003186225891e-02 4.465735517442226410e-03 -1.266521774232387543e-02 1.091606149136211366e-02 -1.536917005247444117e-02 8.220471285087549082e-03 9.997885036672837789e-01
1.520437770368661165e+09 2.009071782231330872e-02 5.712778307497501373e-03 -1.327204890549182892e-02 1.174226211685303577e-02 -1.596912175677950643e-02 8.705827368343741976e-03 9.997656300356243531e-01
1.520437770418662071e+09 2.090894617140293121e-02 6.844894960522651672e-03 -1.324487198144197464e-02 6.876792606581558914e-03 -1.296043931490602728e-02 8.947445207204899123e-03 9.998523290768867033e-01
1.520437770468663931e+09 2.120786532759666443e-02 7.444576360285282135e-03 -1.256145350635051727e-02 2.677961756432076668e-03 -9.727705408599388384e-03 7.664219119779413711e-03 9.999197267849047055e-01
1.520437770518665075e+09 2.115435339510440826e-02 7.626436650753021240e-03 -1.210812665522098541e-02 3.462373634144547564e-03 -1.055234450681423290e-02 5.188632590801231168e-03 9.999248662204900384e-01
1.520437770568666935e+09 2.093897201120853424e-02 7.738132495433092117e-03 -1.216206606477499008e-02 4.764531806518879260e-03 -1.288098268590744111e-02 2.157861419354138721e-03 9.999033569079588402e-01
1.520437770618668079e+09 2.093444578349590302e-02 8.062674663960933685e-03 -1.224698033183813095e-02 4.648788378562120072e-03 -1.353564955090588544e-02 1.073684895410712253e-03 9.998970057753906460e-01
1.520437770668669939e+09 2.078547887504100800e-02 8.337004110217094421e-03 -1.183245610445737839e-02 3.103902669813827196e-03 -1.216424113867327871e-02 9.494073651390722837e-04 9.999207446849932568e-01
1.520437770718670845e+09 2.030857466161251068e-02 8.422272279858589172e-03 -1.149109750986099243e-02 1.554800670508267460e-03 -1.116832826185343817e-02 6.495900578604791231e-04 9.999362125013110392e-01
1.520437770768672705e+09 1.909071207046508789e-02 8.337245322763919830e-03 -1.175553165376186371e-02 1.507073392088549612e-03 -1.019137714479054213e-02 -3.135634436709294152e-04 9.999468817090487738e-01
1.520437770818678617e+09 1.750053651630878448e-02 8.134564384818077087e-03 -1.229412481188774109e-02 2.430922628752606694e-03 -1.012386865671885058e-02 -1.901361776584740374e-03 9.999439897924229381e-01
1.520437770868675709e+09 1.569530740380287170e-02 7.904959842562675476e-03 -1.281005423516035080e-02 3.035101861074661345e-03 -1.050830570646574258e-02 -4.726023600954511183e-03 9.999290116647260307e-01
1.520437770918676615e+09 1.314312126487493515e-02 7.796203251928091049e-03 -1.320734433829784393e-02 2.991134872787031777e-03 -1.213388466169443639e-02 -8.239432820815229680e-03 9.998879605745740751e-01
1.520437770968678474e+09 1.014601811766624451e-02 7.571779191493988037e-03 -1.381457690149545670e-02 3.832450804040138121e-03 -1.428681141135762153e-02 -9.780959484195319784e-03 9.998427537228539164e-01
1.520437771018679619e+09 5.934949498623609543e-03 7.406355347484350204e-03 -1.401510927826166153e-02 3.176519039750817265e-03 -1.445671292666611540e-02 -1.236530803813415923e-02 9.998139888675633413e-01
1.520437771068681479e+09 3.159940242767333984e-04 7.987665943801403046e-03 -1.346729230135679245e-02 1.874603862226092250e-03 -1.589289636936776912e-02 -1.497704122495848930e-02 9.997597661145892767e-01
1.520437771118683577e+09 -7.020130287855863571e-03 9.212106466293334961e-03 -1.227088086307048798e-02 1.510356583503754020e-03 -1.844530217472970662e-02 -1.652484048115165222e-02 9.996921622668381024e-01
1.520437771168676853e+09 -1.602499932050704956e-02 1.078000478446483612e-02 -1.097142882645130157e-02 7.052475464402668337e-04 -2.028277634024162890e-02 -1.717108616267122578e-02 9.996465702486175831e-01
1.520437771218678951e+09 -2.703480981290340424e-02 1.207808777689933777e-02 -9.766398929059505463e-03 -7.502073365705280890e-04 -2.086903325433958276e-02 -1.697059149209724851e-02 9.996378942719158500e-01
1.520437771268680096e+09 -4.022096097469329834e-02 1.320109516382217407e-02 -8.983183652162551880e-03 -2.112801000124841198e-03 -2.010791047687807490e-02 -1.684545948696045820e-02 9.996536592754816652e-01
1.520437771318681955e+09 -5.573356151580810547e-02 1.438835915178060532e-02 -8.642811328172683716e-03 -3.409479340736819818e-03 -1.949650696390012317e-02 -1.718275721535904993e-02 9.996564482467512613e-01
1.520437771368682861e+09 -7.364544272422790527e-02 1.571788266301155090e-02 -8.579958230257034302e-03 -4.564126328091503565e-03 -2.011544373269309738e-02 -1.775491361768371731e-02 9.996295817535245654e-01
1.520437771418684959e+09 -9.372678399085998535e-02 1.719359681010246277e-02 -8.835646323859691620e-03 -4.125729800715200596e-03 -2.053120193651114533e-02 -1.719549531678897167e-02 9.996328141079924290e-01
1.520437771468687057e+09 -1.155906766653060913e-01 1.860989630222320557e-02 -9.354635141789913177e-03 -3.979903061177994875e-03 -1.986505963128822397e-02 -1.569126126946827557e-02 9.996716081280103694e-01
1.520437771518687725e+09 -1.388067752122879028e-01 2.008698880672454834e-02 -9.373552165925502777e-03 -5.954901488699078024e-03 -1.803056649183263846e-02 -1.333346732083881721e-02 9.997307919982497681e-01
1.520437771568681240e+09 -1.625800281763076782e-01 2.164303511381149292e-02 -9.036465547978878021e-03 -7.051794372452947074e-03 -1.457489850686235697e-02 -1.059959091067982397e-02 9.998127290658833655e-01
1.520437771618683338e+09 -1.865815371274948120e-01 2.310975268483161926e-02 -8.947741240262985229e-03 -7.049490468860608594e-03 -9.059766013399816326e-03 -9.148213715440100050e-03 9.998922619511206866e-01
