# timestamp tx ty tz qx qy qz qw
1.403638127295097113e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.802272197448011162e-02 -8.382759302010208691e-01 0.000000000000000000e+00 5.445256577047167257e-01
1.403638127345097065e+09 1.421105116605758667e-05 -1.254105591215193272e-04 -1.477319747209548950e-04 -2.819793650930352280e-02 -8.382965307846120817e-01 1.595323148120056367e-04 5.444848734359308828e-01
1.403638127395097256e+09 6.188551196828484535e-05 -5.072378553450107574e-05 -3.385376185178756714e-04 -2.838418434157319661e-02 -8.384535918125926024e-01 3.314326518229483124e-04 5.442332244619243475e-01
1.403638127445096970e+09 2.034346107393503189e-04 5.656150169670581818e-04 -4.156036302447319031e-04 -2.813537410095175162e-02 -8.383169189187303916e-01 -5.527810643552296400e-06 5.444567422194801498e-01
1.403638127495097160e+09 5.492011550813913345e-04 1.353082829155027866e-03 1.122876303270459175e-03 -2.653943445135370158e-02 -8.383131257225958644e-01 -2.561103440751515050e-03 5.445366860087383909e-01
1.403638127545097113e+09 3.019877476617693901e-04 3.090292448177933693e-04 -1.884222147054970264e-03 -2.744466982310626510e-02 -8.385715437648725290e-01 -9.309588879355658536e-04 5.440989702266013639e-01
1.403638127595097065e+09 4.135462513659149408e-04 1.608777209185063839e-03 -2.816513646394014359e-03 -2.945729494582331395e-02 -8.383548751147136269e-01 2.344404317980597167e-03 5.443233183635085570e-01
1.403638127645097017e+09 6.000583525747060776e-04 1.419693580828607082e-03 -2.193139400333166122e-03 -2.743345010653226376e-02 -8.380340579882747942e-01 -5.123727971370416840e-04 5.449275740326177120e-01
1.403638127695097208e+09 8.114161901175975800e-04 1.428254181519150734e-03 -1.642858260311186314e-03 -2.428707912422453999e-02 -8.383418479961622927e-01 -5.409496088275744102e-03 5.445767356746561427e-01
1.403638127745097160e+09 5.631322273984551430e-04 1.665168674662709236e-03 -1.571272849105298519e-03 -2.494836142653465705e-02 -8.390732126900045662e-01 -4.414559659961451131e-03 5.434282240289091126e-01
1.403638127795097113e+09 5.130968056619167328e-04 1.692405785433948040e-03 -1.956043532118201256e-03 -2.496732430339654654e-02 -8.391588406053441807e-01 -4.385871540785873934e-03 5.432953497701331624e-01
1.403638127845097065e+09 8.164725732058286667e-04 2.563090296462178230e-03 -2.162615768611431122e-03 -2.497172046584915373e-02 -8.389963720871324027e-01 -4.375392682286058030e-03 5.435460944027483698e-01
1.403638127895097256e+09 1.172225223854184151e-03 3.223380073904991150e-03 -1.251697540283203125e-03 -2.525414364291925229e-02 -8.387270649820649515e-01 -3.911868706414101463e-03 5.439520530144706933e-01
1.403638127945096970e+09 1.522919745184481144e-03 4.033093340694904327e-03 2.080226782709360123e-03 -2.519945862140536216e-02 -8.386880937348517584e-01 -4.027457708930488878e-03 5.440138309794995131e-01
1.403638127995097160e+09 1.454933546483516693e-03 4.542798735201358795e-03 3.547778353095054626e-03 -2.522741600788896629e-02 -8.388534088899612939e-01 -3.876795247838587047e-03 5.437586839158181640e-01
1.403638128045097113e+09 1.501868129707872868e-03 4.874354228377342224e-03 3.629056969657540321e-03 -2.524799361334754619e-02 -8.389046390494979688e-01 -3.895280698042792936e-03 5.436785559390910905e-01
1.403638128095097065e+09 1.046113437041640282e-03 5.588316824287176132e-03 2.515535568818449974e-03 -2.506223316252589178e-02 -8.391218142064758023e-01 -4.358012828448422360e-03 5.433483901843521036e-01
1.403638128145097017e+09 8.343723020516335964e-04 5.390461068600416183e-03 2.714885398745536804e-03 -2.531710871850625238e-02 -8.392573726086491881e-01 -4.107295307932092542e-03 5.431291160059601442e-01
1.403638128195097208e+09 4.676250100601464510e-04 5.539262201637029648e-03 3.153030527755618095e-03 -2.564297314216647597e-02 -8.393206216692675747e-01 -3.652321940843989128e-03 5.430193297789545070e-01
1.403638128245097160e+09 3.377732937224209309e-04 5.064472090452909470e-03 3.071740269660949707e-03 -2.546004767666438379e-02 -8.392326227499492530e-01 -3.943682829924445576e-03 5.431618895414886961e-01
1.403638128295097113e+09 3.491621173452585936e-04 4.885749891400337219e-03 2.521869959309697151e-03 -2.553137962717860060e-02 -8.391278409805509320e-01 -3.753633215175937107e-03 5.433217512518137005e-01
