# timestamp tx ty tz qx qy qz qw
1.403637130538319111e+09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.418009123267297278e-02 -7.870387460616966591e-01 0.000000000000000000e+00 6.135559698079694479e-01
1.403637130588319063e+09 3.277044743299484253e-05 -1.155846985056996346e-04 6.284285336732864380e-05 -6.438699078188071800e-02 -7.869461424693695584e-01 1.873510107859835047e-04 6.136530364711244578e-01
1.403637130638319254e+09 3.751249460037797689e-04 -3.417383995838463306e-04 6.815977394580841064e-05 -6.407470276717691648e-02 -7.871555711337858696e-01 5.516486725833998506e-04 6.134168525416329176e-01
1.403637130688318968e+09 1.077174907550215721e-03 -2.564988099038600922e-04 1.537660136818885803e-04 -6.409554827513874731e-02 -7.869921798638124244e-01 -1.955932644798610083e-04 6.136245034773211149e-01
1.403637130738319159e+09 -3.115066210739314556e-04 -8.342213550349697471e-05 -2.244710485683754086e-04 -5.875805569847376147e-02 -7.895726298781646779e-01 -7.342563697718991825e-03 6.107934510095526237e-01
1.403637130788319111e+09 -1.644656149437651038e-04 6.169960397528484464e-05 -1.973853068193420768e-04 -6.378156999911249736e-02 -7.904580290023455191e-01 -1.136002052984484310e-03 6.091852962880103250e-01
1.403637130838319302e+09 -3.193542070221155882e-04 -9.288301953347399831e-06 -1.476782636018469930e-04 -6.439934596944134337e-02 -7.905118374610766718e-01 -8.227023405274177040e-05 6.090515185961111744e-01
1.403637130888319016e+09 -1.676021638559177518e-04 -1.074620886356569827e-04 -1.183824497275054455e-04 -6.418709155883450812e-02 -7.893783079908572864e-01 -2.055385752109784947e-04 6.105422687288760697e-01
1.403637130938319206e+09 -2.211756072938442230e-04 1.660866109887138009e-05 -9.440842404728755355e-05 -6.551893260821625709e-02 -7.892697399428644234e-01 1.602832212336343385e-03 6.105390880273779963e-01
1.403637130988319159e+09 -3.079298185184597969e-04 -3.143475623801350594e-05 -1.482371444581076503e-04 -6.466754129659382788e-02 -7.900630347619360672e-01 3.700212756223971930e-04 6.096050961808544555e-01
1.403637131038319111e+09 -2.188404760090634227e-04 2.253014245070517063e-04 6.679828948108479381e-05 -6.481704396549235747e-02 -7.900407940375131499e-01 2.943299558087937866e-04 6.096180836704471195e-01
1.403637131088319063e+09 -6.101846229285001755e-04 1.307485654251649976e-04 -3.856854164041578770e-06 -6.406606397250683149e-02 -7.903364481599128855e-01 -4.734318105466469055e-04 6.093140520448914188e-01
1.403637131138319254e+09 -4.315774713177233934e-04 -2.507294120732694864e-04 4.004158199677476659e-06 -6.462345465060884142e-02 -7.900889155497330396e-01 2.130086131599991106e-04 6.095763030677934236e-01
1.403637131188318968e+09 -3.519052406772971153e-04 -2.871227043215185404e-04 -2.033889904851093888e-04 -6.434678781589280028e-02 -7.902124217370102288e-01 1.257382051638676601e-04 6.094454886371788449e-01
